Text,Chapter_Name
Function Buttons,Changing the Operation Mode
Close : Closes the  Module Mode Change  screen.,Changing the Operation Mode
"Execute : Changes the designated module to the selected operation mode, or initialize the designated module.",Changing the Operation Mode
Select All Module : Designates all the modules that can be selected.,Changing the Operation Mode
Clear Select Module : Clears all the modules that are selected.,Changing the Operation Mode
Changing to/from the Maintenance Mode on the Module Mode Change Screen,Changing the Operation Mode
Changing to the Maintenance Mode,Changing the Operation Mode
Press  Change to Maintenance  on the  Module Mode Change  screen.,Changing the Operation Mode
Press the button of the module to change to the maintenance mode.,Changing the Operation Mode
Press  Execute  to change to maintenance mode.,Changing the Operation Mode
Changing to the Normal Mode,Changing the Operation Mode
Press  Change to Normal (PM Production)  or  Change to Normal (PM Non-Pro-duction)  on the  Module Mode Change  screen.,Changing the Operation Mode
Press the button of the module to change to the normal mode.,Changing the Operation Mode
"If you select  Change to Normal (PM Production) , press  Execute  to change to the normal mode.",Changing the Operation Mode
"If you select  Change to Normal (PM Non-Production) , refer to  7.9.2 Changing to/ from the Normal Mode (Non-Production) on the Module Mode Change Screen (see page 184) .",Changing the Operation Mode
Changing to/from the Normal Mode (Non-Production) on the Module Mode Change Screen,Changing the Operation Mode
Changing to the Normal Mode (Non-Production),Changing the Operation Mode
Press  Change to Normal (PM Non-Production)  on the  Module Mode Change  screen.,Changing the Operation Mode
Press the button of the module to change to the normal mode (non-production).,Changing the Operation Mode
Press  Execute  to change to the normal mode (non-production).,Changing the Operation Mode
Changing from the Normal Mode (Production),Changing the Operation Mode
Press  Change to Normal (PM Production)  on the  Module Mode Change  screen.,Changing the Operation Mode
Press the button of the module to change to the normal mode (production).,Changing the Operation Mode
Press  Execute  to change to the normal mode (production).,Changing the Operation Mode
Initializing on the Module Mode Change Screen,Changing the Operation Mode
Press  Initialize  on the  Module Mode Change  screen.,Changing the Operation Mode
Press the button of the module to initialize.,Changing the Operation Mode
Press  Execute  to initialize.,Changing the Operation Mode
Symbols on the Module Mode Change Screen,Changing the Operation Mode
"For the symbols that are displayed on the  Module Mode Change  screen, refer to  Symbols on the Overall Status Screen  in the  Basic Operations Manual .",Changing the Operation Mode
The descriptions of the symbol that are displayed on the screen can also be checked from the  Help  on the group menu.,Changing the Operation Mode
Executing Auto Check,Executing Auto Check
This chapter provides the necessary operations for executing auto check for the process module and setting execution timing.,Executing Auto Check
"The information contained in this chapter has been prepared based on the specifications of the standard equipment. Throughout the manual, figures provided in this manual, including operation screens and appearances, may vary from the equipment installed at your site.",Executing Auto Check
Executing Auto Check,Executing Auto Check
Introduction,Executing Auto Check
Overview:,Executing Auto Check
The auto check function is the function to the check vacuum and gas systems of the equipment.,Executing Auto Check
"There are two ways to execute an auto check: one is to execute individually from each auto check item on the screen, and the other is to execute all at once automatically after predetermined time has elapsed and the limit value of the set execution trigger has been reached by setting execution timing for the auto check macro.",Executing Auto Check
The maximum 24 macros can be set for the execution timing for the auto check macro.,Executing Auto Check
"For information about creating/editing auto check macros, refer to  Operating the Maintenance Macro Editor Screen  in the  Advanced Operations Maintenance Macro Manual .",Executing Auto Check
The following explains the overview of each auto check items.,Executing Auto Check
Overview of Each Auto Check Items,Executing Auto Check
Auto Check Items Overview,Executing Auto Check
Measure Chamber Volume The chamber volume check is performed by calculating the capacity of the process chamber to be used for a vacuum/gas line check. This is done by obtaining a virtual capacity based on the ambient temperature and by using the pressure and the flow rate of the gas in the chamber to prevent any in-chamber gas temperature differential that could be created by the temperature control.,Executing Auto Check
"CM 0 Point Pressure The CM 0 point pressure is checked by measuring the pressure inside the process module after vacuuming the process module, and then comparing the measurement with the set value of the  PM# Parameter  ( Maintenance / Auto Check ) (the set value of  CM Permit Range of 0 Point Pressure  for standard CM check, or the set value of  CM2 Permit Range of 0 Point Pressure  for CM2 check), to evaluate whether the reading on the capacitance manometer is within the normal range.",Executing Auto Check
The CM 0 point check can be executed by the following two ways depending on the parameter settings.,Executing Auto Check
"• If  CM 0 Point Check Sampling Start Mode  of  PM# Parameter  ( Maintenance / Auto Check ) is  MODE_TIME (Time) and  BA Gauge Configuration  of  PM# Parameter  ( Equipment / Pressure Edit ) is  None , the pressure is checked by exhausting the PM for the time set at  Vacuuming Time for Auto Check  of  PM# Parameter  ( Maintenance / Auto Check ) and comparing the pressure value. • If  CM 0 Point Check Sampling Start Mode  of  PM# Parameter  ( Maintenance / Auto Check ) is  MODE_BA (BA Gauge) , the pressure is checked by exhausting the PM to the  BA Measure Maximum Pressure  of  PM# Parameter  ( Equipment / Pressure Edit ) and comparing the BA gauge reading after the set pressure is achieved.",Executing Auto Check
CM Adjust 0 Point The CM 0 point adjustment is the function that exhausts the process module for a set length of time and then adjusts the capacitance manometer reading to zero when the pressure shown on the B-A pressure gauge has reached the CM 0 Point Pressure Range.,Executing Auto Check
Auto Check Items Overview,Executing Auto Check
"CM Sensitivity/Linearity The capacitance manometer (CM) sensitivity is checked by calculating the error rate from the slope of pressure increase measured by feeding gas at a predetermined flow rate into the process module while it is under vacuum as well as from the slope of theoretical pressure increase. The calculation is then compared with the preset (the preset of  CM1 Permit Range of Sensibility Error  for standard CM check, or  CM2 Permit Range of Sensibility Error  for CM2 check) of the  PM# Parameter  ( Maintenance / Auto Check ) or the initial value to evaluate whether the error rate is within the normal range.",Executing Auto Check
"The CM linearity is checked by calculating the residual difference between the actual pressure measured by feeding gas at a predetermined flow rate into the process module while it is under vacuum and the calculated pressure increase curve linearity, and then comparing the difference with the preset (the preset of  CM1 Permit Range of Pressure Linearity  for standard CM check, and  CM2 Permit Range of Pressure Linearity  for CM2 check) of  PM# Parameter  ( Maintenance / Auto Check ) to evaluate whether the linearity is within the normal range.",Executing Auto Check
The sensitivity check and linearity check are conducted simultaneously.,Executing Auto Check
CM Deposit Check This function checks whether deposition is stuck on the capacitance manometer in the deposition trap structure.,Executing Auto Check
"Gas 0 Point Flow Rate The gas 0 point flow rate check is conducted by measuring the gas flow rate with a flow meter in a no-gas-flow condition, and then by comparing the finding with the set value of  PM# Parameter  ( Maintenance / Auto Check )  Gas n Permit Range of 0 Point Flow Rate  to evaluate whether the flow meter reading is within the normal range.",Executing Auto Check
"Gas Adjust 0 Point The gas 0 point adjustment is the function to adjust the 0 point of the flow meter in the no-gas-flow conditions, closing the primary and secondary valves on the flow meter.",Executing Auto Check
"Gas Flow Rate/Stability The gas flow rate is checked by feeding gas at a predetermined flow rate into the process module under vacuum and calculating the flow rate from the resultant pressure increase inclination, and comparing the error rate relative to the preset flow rate (theoretical value) with the  Gas n Permit Range of Gas Flow Rate Error  of  PM# Parameter  ( Maintenance / Auto Check ) or the initial value to evaluate whether the error rate is within the normal range.",Executing Auto Check
"The stability is checked by feeding gas at a predetermined flow rate into the process module under vacuum, calculating the residual difference between the measured pressure and the calculated pressure increase curve linearity, and then comparing the difference with the  Gas n Permit Range of Stability Press.  of  PM# Parameter  ( Maintenance / Auto Check ) or the initial value to evaluate whether it is within the normal range.",Executing Auto Check
The MFC flow rate check and stability check are conducted simultaneously.,Executing Auto Check
"PCV 0 Point The PCV 0 point pressure is checked by measuring the pressure inside the process module after exhausting the process module for a predetermined time, and then comparing the measurement with the set value of  PM# Parameter  ( Maintenance / Auto Check ) (the set value of  PCV Permit Range of 0 Point Press (center)  for the PCV (center) check, or the set value of  PCV Permit Range of 0 Point Press (edge)  for the PCV (edge) check) to evaluate whether the reading on the capacitance manometer is within the normal range.",Executing Auto Check
PCV Adjust 0 Point The PCV 0 point adjustment is the function that exhausts the process module for a set length of time and then adjusts the PCV reading to zero when the pressure shown on the B-A pressure gauge has reached the PCV 0 Point Pressure Range.,Executing Auto Check
Auto Check Items Overview,Executing Auto Check
NPPC Adjust PCV The NPPC PCV adjustment is the function that measures the PM pressure for the PCV control pressure when NPPC is executed with small flow rate using the flow splitter to calculate the PCV control pressure when NPPC is executed.,Executing Auto Check
Flow Verify Flow verify check is the function to check the repeatability of the flow rate on the flow meter and the individual difference. Also it corrects the effects of external environment temperature.,Executing Auto Check
Verifier Leak Check Performs the leak check for the flow verifier including the pipes connected to the both ends.,Executing Auto Check
Verifier N,Executing Auto Check
" Purge To protect the flow verifier from the corrosive gas, replace the gas inside the flow verifier with the N",Executing Auto Check
after measuring the flow rate of the gas except N,Executing Auto Check
"Flow Splitter 0 Point The flow split 0 point check exhausts the process module for a set length of time and measures the pressure, then compares the measurement with the set value of the  F.S. Permit Range of 0 Point Press.  of  PM# Parameter  ( Maintenance / Auto Check ) to evaluate whether the reading on the flow splitter PCV (edge, center) is within the normal range.",Executing Auto Check
"Flow Splitter Adjust 0 Point The flow split 0 point adjustment exhausts the process module for a set length of time and measures the pressure, compares the measurement with the set value of the  F.S. Permit Range of 0 Point Press.  of PM# Parameter  ( Maintenance / Auto Check ) to evaluate whether the reading on the flow splitter PCV (edge, center) is within the normal range, then adjusts the pressure value to zero.",Executing Auto Check
"Flow Splitter Stability The stability check consists of the span check and the upper electrode ero-sion/gas leak/equipment error check. The span check measures the PCV (edge, center) pressures while full open by flowing N",Executing Auto Check
" gas at different flow rates into the process module under vacuum and compares the pressure increase slope with the allowable range setting of the  PM# Parameter ( Maintenance / Auto Check ) to evaluate whether the pressure rise is within the normal range. The upper electrode erosion/gas leak/equipment error check measures the PCV (edge, center) pressures while full open and full close respectively by feeding N",Executing Auto Check
gas at a predetermined flow rate and compares the pressure values with the allowable range setting of  PM# Parameter  ( Maintenance / Auto Check ) to evaluate the pressure values are within the normal range. The span check and the upper electrode ero-sion/gas leak/equipment error check are performed simultaneously.,Executing Auto Check
External Vol Measure The external volume measurement is the function to calculate the external volume necessary for flow verifier check.,Executing Auto Check
Pump Capacity Check The pump exhaust capability is checked by measuring the ultimate pressure after feeding a preset flow rate of gas into the process module under vacuum while it is being pumped continuously. The pump capability at a specified APC valve angle is checked by measuring the ultimate pressure with the APC valve set at a certain angle.,Executing Auto Check
Leak Rate Check Performs 4 types of leak checks to help the operator identify leak points by referring to the check results.,Executing Auto Check
Self Diagnostic The flow self-diagnostic is a function to determine whether the FCS is normal by comparing the declining pressure curve that was memorized by the FCS with the curve obtained in the measurement.,Executing Auto Check
You can select the flow rate self diagnosis or the 0 point check from the menu.,Executing Auto Check
Lower Temp. Sensor Check This function checks whether the average of the measurement values of the lower temperature sensor obtained by sampling is within the setting range.,Executing Auto Check
Auto Check Items Overview,Executing Auto Check
Lower Temp. Rise/Fall Time Check This function checks whether the temperature rise and fall times of the lower heater are within the setting range.,Executing Auto Check
The software hierarchy for executing auto check follows.,Executing Auto Check
Software Hierarchy for Executing Auto Check,Executing Auto Check
Auto Check Task,Executing Auto Check
Mainte.,Executing Auto Check
PM Auto Check,Executing Auto Check
PM# Auto Check Macro Setup,Executing Auto Check
PM# Auto Check,Executing Auto Check
Maintenance,Executing Auto Check
PCV 0 Point,Executing Auto Check
Gas Adjust 0 Point,Executing Auto Check
CM Deposit Check,Executing Auto Check
CM Adjust 0 Point,Executing Auto Check
Measure Chamber Volume,Executing Auto Check
CM 0 Point Pressure,Executing Auto Check
CM Sensitivity/Linearity,Executing Auto Check
Gas 0 Point flow Rate,Executing Auto Check
Gas Flow Rate/Stability,Executing Auto Check
NPPC Adjust PCV,Executing Auto Check
PCV Adjust 0 Point,Executing Auto Check
Flow Verify,Executing Auto Check
Verifier Leak Check,Executing Auto Check
Flow Splitter Adjust 0 Point,Executing Auto Check
Auto Check Macro Setup PM#,Executing Auto Check
Flow Verifier N2 Purge,Executing Auto Check
External Volume Measure,Executing Auto Check
Lower Temp. Sensor   Check,Executing Auto Check
Self Diagnostic,Executing Auto Check
Lower Temp. Rise/Fall  Time Check,Executing Auto Check
Leak Rate Check,Executing Auto Check
Pump Capacity Check,Executing Auto Check
Flow Splitter 0 Point,Executing Auto Check
Flow Splitter Stability,Executing Auto Check
Sequence of Auto Check Individual Execution,Executing Auto Check
"Confirm that the equipment is in an idle state, and  change to the maintenance mode for the process module to execute auto check (see page 171) .",Executing Auto Check
Display the  PM# Auto Check  screen from  Mainte.  of the group menu.,Executing Auto Check
"By operating the following screen functions, conduct each auto check operation.",Executing Auto Check
Measure Chamber Volume  screen:  Measures the virtual capacity of the chamber (see page 194) .,Executing Auto Check
CM 0 Point Pressure  screen:  Checks the capacitance manometer reading when the chamber pressure is set to 0 (see page 196) .,Executing Auto Check
CM Adjust 0 Point  screen:  Adjusts the 0 point of the capacitance manometer reading when the chamber pressure is set to 0 (see page 198) .,Executing Auto Check
CM Sensitivity/Linearity  screen:  Measures the pressure rise by feeding gas into the chamber and compares the measurement with the set value or the stored value (see page 200) .,Executing Auto Check
CM Deposit Check  screen:  Checks whether deposition is stuck on the capacitance manometer in the deposition trap structure (see page 202) .,Executing Auto Check
Gas 0 Point Flow Rate  screen:  Checks the flow meter reading when no gas is fed (see page 203) .,Executing Auto Check
Gas Adjust 0 Point  screen:  Adjusts the 0 point of the flow meter reading when no gas is fed (see page 205) .,Executing Auto Check
Gas Flow Rate/Stability  screen:  Checks the flow meter reading while a constant rate of gas is fed (see page 207) .,Executing Auto Check
PCV 0 Point  screen:  Checks the PCV reading when the pressure of the cooling gas line PCV is set to 0 (see page 209) .,Executing Auto Check
PCV Adjust 0 Point  screen:  Adjusts the PCV 0 point when the pressure of the cooling gas line PCV is set to 0 (see page 211) .,Executing Auto Check
NPPC Adjust PCV  screen:  Measures the PM pressure for the PCV control pressure when NPPC is executed with small flow rate using the flow splitter to calculate the PCV control pressure when NPPC is executed (see page 213) .,Executing Auto Check
Flow Verify  screen:  Checks the flow meter reading while a constant rate of gas is fed (see page 215) .,Executing Auto Check
Verifier Leak Check  screen:  Performs leak check for the flow verifier including the pipes connected to both ends (see page 218) .,Executing Auto Check
"Verifier N2 Purge  screen:  To protect the flow verifier from the corrosive gases, replaces the gas inside the flow verifier with N2 after measuring the flow rate of a gas other than N2 (see page 220) .",Executing Auto Check
"Flow Splitter 0 Point  screen:  Determines whether the PCV (edge, center) readings of the flow splitter are normal (see page 222) .",Executing Auto Check
"Flow Splitter Adjust 0 Point  screen:  Determines whether the PCV (edge, center) readings of the flow splitter are normal and adjusts the readings to 0 (see page 224) .",Executing Auto Check
"Flow Splitter Stability  screen:  Checks the flow splitter for span difference, upper electrode erosion, gas leak, and equipment error (see page 226) .",Executing Auto Check
External Volume Measure  screen:  Measures the external volume which is necessary for flow verifier check (see page 230) .,Executing Auto Check
Pump Capacity Check  screen:  Checks the pump capacity by measuring the ultimate pressure while feeding a preset flow rate of gas into the process module under vacuum while it is being pumped continuously (see page 232) .,Executing Auto Check
Leak Rate Check  screen:  Executes 4 types of leak checks to help the operator identify leak points (see page 234) .,Executing Auto Check
Self Diagnostic  screen:  Determines whether the FCS is normal by comparing the declining pressure curve that was memorized by the FCS with the curve obtained in the measurement (see page 238) .,Executing Auto Check
Lower Temp. Sensor Check  screen:  Checks whether the lower heater temperature is within the setting range (see page 240) .,Executing Auto Check
Lower Temp. Rise/Fall Time Check  screen:  Checks whether the temperature rise and fall times of the lower heater temperature are within the setting range (see page 242) .,Executing Auto Check
Sequence of Auto Check Package Execution,Executing Auto Check
Create the auto check macro.,Executing Auto Check
"For information about creating auto check macros, refer to  Operating the Maintenance Macro Editor Screen  in the  Advanced Operations Maintenance Macro Manual .",Executing Auto Check
Display the  PM# Auto Check Macro Setup  screen from  Mainte.  of the group menu.,Executing Auto Check
Check the auto check macro.,Executing Auto Check
"For information about the auto check macro items, refer to  Maintenance Macro Command List in the  Advanced Operations Maintenance Macro Manual .",Executing Auto Check
"By operating the functions in the  Maintenance (Auto Check Macro)  screen,  set the auto check macro execution timing (see page 244) .",Executing Auto Check
The auto check macro will be executed automatically when the set value of the execution trigger is reached.,Executing Auto Check
"If the executing trigger is set to  Time (Day)  or  Time (Week) , a warning occurs 30 mi-nutes before the execution time and auto check execution is announced.",Executing Auto Check
Operating the Measure Chamber Volume Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to measure the chamber virtual volume.",Executing Auto Check
Display the  Measure Chamber Volume  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → Measure Chamber Volume,Executing Auto Check
Measure Chamber Volume Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the gas line used for the chamber capacity measurement.,Executing Auto Check
2 Selects the measurement gas setting used for the chamber capacity measurement.,Executing Auto Check
3 Shows the status of the virtual chamber capacity check currently being executed.,Executing Auto Check
4 Displays the status and set value of each item while the chamber virtual volume check is being executed.,Executing Auto Check
5 Displays the completion status of the chamber virtual volume measurement or the initial value update. An error message appears in the event of an abnormal ending.,Executing Auto Check
6 Displays the start time and completion time of the chamber virtual capacity measurement.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  Measure Chamber Volume  screen. The screen can be closed during a virtual chamber volume measurement without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the chamber virtual volume measurement (see page 195) .,Executing Auto Check
Stop : Stops the virtual chamber capacity measurement currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest readings as initial value (see page 195) .,Executing Auto Check
Executing the Chamber Virtual Volume Measurement,Executing Auto Check
Press  Gas Line  on the  Measure Chamber Volume  screen and select the gas line used to measure the chamber virtual volume.,Executing Auto Check
Press  Meas. Gas Setting  on the  Measure Chamber Volume  screen and select the measurement gas setting used to measure the chamber virtual volume.,Executing Auto Check
Press  Execute  on the right of the  Measure Chamber Volume  screen to execute the chamber virtual volume measurement.,Executing Auto Check
Renewing the Initial Value of Chamber Virtual Volume Measurement,Executing Auto Check
Execute a chamber virtual volume measurement (see page 195) .,Executing Auto Check
"After the chamber virtual volume measurement, press  Renew Standard Value  on the right of the  Measure Chamber Volume  screen to renew the initial value.",Executing Auto Check
Operating the CM 0 Point Pressure Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a CM 0 point pressure check.",Executing Auto Check
Display the  CM 0 Point Pressure  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → CM 0 Point Pressure,Executing Auto Check
CM 0 Point Pressure Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the capacitance manometer ( Standard CM  or  CM2 ) to execute the CM 0 point pressure check.,Executing Auto Check
2 Shows the status of the CM 0 point pressure check currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the CM 0 point pressure check is being executed.,Executing Auto Check
"4 Displays the completion status of the CM 0 point pressure check or the initial value update. If the CM 0 point check ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the CM 0 point pressure check.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  CM 0 Point Pressure  screen. The CM 0 point pressure check will continue even after the screen is closed.,Executing Auto Check
Execute :  Executes the CM 0 point pressure check (see page 197) .,Executing Auto Check
Stop : Stops the CM 0 point pressure check currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest readings as initial value (see page 197) .,Executing Auto Check
Executing the CM 0 Point Pressure Check,Executing Auto Check
Press  Select CM  on the  CM 0 Point Pressure  screen and select the capacitance manometer ( Standard CM  or  CM 2 ) to execute the CM 0 point pressure check.,Executing Auto Check
Press  Execute  on the right of the  CM 0 Point Pressure  screen to execute the CM 0 point pressure check.,Executing Auto Check
Renewing the Initial Value of CM 0 Point Pressure Check,Executing Auto Check
Executes the CM 0 point pressure check (see page 197) .,Executing Auto Check
"After the CM 0 point pressure check, press  Renew Standard Value  on the right of the  CM 0 Point Pressure  screen to renew the initial value.",Executing Auto Check
Operating the CM Adjust 0 Point Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a CM 0 point adjustment.",Executing Auto Check
Display the  CM Adjust 0 Point  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → CM Adjust 0 Point,Executing Auto Check
CM Adjust 0 Point Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Changes the 0 point adjustment display between  Standard CM  and  CM 2 .,Executing Auto Check
2 Shows the status of the CM 0 point adjustment currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the CM 0 point adjustment is being executed.,Executing Auto Check
"4 Shows the completion status of the CM 0 point adjustment. If the CM 0 point adjustment ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the CM 0 point adjustment.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  CM Adjust 0 Point  screen. The screen can be closed during a 0 point adjustment without interfering with the operation.,Executing Auto Check
Execute :  Executes the CM 0 point adjustment (see page 199) .,Executing Auto Check
Stop : Stops the CM 0 point adjustment currently being performed.,Executing Auto Check
Clear Accumulate : Clears all cumulative values of the correction value.,Executing Auto Check
Executing the CM 0 Point Adjustment,Executing Auto Check
Press  Execute  on the right of the  CM Adjust 0 Point  screen to execute the CM 0 point adjustment.,Executing Auto Check
"After the CM 0 point adjustment, press  Select CM  on the  CM Adjust 0 Point  screen and select the capacitance manometer ( Standard CM  or  CM 2 ) to display the result of the 0 point adjustment.",Executing Auto Check
Operating the CM Sensitivity/Linearity Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a CM sensitivity/linearity check.",Executing Auto Check
Display the  CM Sensitivity/Linearity  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → CM Sensitivity/Linearity,Executing Auto Check
CM Sensitivity/Linearity Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the capacitance manometer ( Standard CM  or  CM2 ) to execute the CM sensitivity/linearity check.,Executing Auto Check
2 Shows the status of the CM sensitivity/linearity check currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the CM sensitivity/linearity check is being executed.,Executing Auto Check
"4 Displays the completion status of the CM sensitivity/linearity check or the initial value update. If the CM sensi-tivity/linearity check ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the CM sensitivity/linearity check.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  CM Sensitivity/Linearity  screen. The screen can be closed during a CM sensitivity/linearity check without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the CM sensitivity/linearity check (see page 201) .,Executing Auto Check
Stop : Stops the sensitivity/linearity check currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest readings as initial value (see page 201) .,Executing Auto Check
Executing the CM Sensitivity and Linearity Check,Executing Auto Check
Press  Select CM  on the  CM Sensitivity/Linearity  screen and select the capacitance manometer ( Standard CM  or  CM2 ) to execute the CM sensitivity/linearity check.,Executing Auto Check
Press  Execute  on the right of the  CM Sensitivity/Linearity  screen to execute the CM sensitivi-ty/linearity check.,Executing Auto Check
Renewing the Initial Value of CM Sensitivity/Linearity Check,Executing Auto Check
Execute a CM sensitivity/linearity check (see page 201) .,Executing Auto Check
"After the sensitivity/linearity check, press  Renew Standard Value  on the right of the  CM Sensitivity/Linearity  screen to renew the initial value.",Executing Auto Check
Operating the CM Deposit Check Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a CM deposition check.",Executing Auto Check
Display the  CM Deposit Check  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → CM Deposit Check,Executing Auto Check
CM Deposit Check Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Shows the status of the CM deposition check currently being executed.,Executing Auto Check
2 Displays the status and set value of each item while the CM deposition check is being executed.,Executing Auto Check
"3 Displays the completion status of the CM deposition check. If the CM deposition check ends abnormally, an error message displays.",Executing Auto Check
4 Displays the start time and end time of the CM deposition check.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  CM Deposit Check  screen. The CM deposition check will continue even after the screen is closed.,Executing Auto Check
Execute : Executes the CM deposition check.,Executing Auto Check
Stop : Stops the CM deposition check currently being performed.,Executing Auto Check
Operating the Gas 0 Point Flow Rate Screen,Executing Auto Check
"On this screen, you can operate the functions required for the gas 0 point flow rate check.",Executing Auto Check
Display the  Gas 0 Point Flow Rate  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → Gas 0 Point Flow Rate,Executing Auto Check
Gas 0 Point Flow Rate Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the gas line for which the gas 0 point flow rate check is performed.,Executing Auto Check
2 Shows the status of the gas 0 point flow rate check currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the gas 0 point flow rate check is being executed.,Executing Auto Check
"4 Displays the completion status of the gas 0 point flow rate check or the initial value update. If the gas 0 point flow rate check ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the gas 0 point flow rate check.,Executing Auto Check
"6 If the gas line flow meter selected at the field 1 above is DN-MFC or DN-PMFC ( Flow Meter Type Selection for Gas Line n  of  PM# Parameter  ( Equipment / Gas Line Edit ) is set to  DN-MFC  or DN-PMFC ), selects whether the 0 point flow rate is checked in the state where it is filled up with gas.",Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  Gas 0 Point Flow Rate  screen. The screen can be closed during a gas 0 point flow rate check without interfering with the checking operation.,Executing Auto Check
Execute :  Executes the gas 0 point flow rate check (see page 204) .,Executing Auto Check
Stop : Stops the gas 0 point flow rate check currently being performed.,Executing Auto Check
Renew Standard Value :  Saves the latest measurements (see page 204) . The saved value will be used as the initial value.,Executing Auto Check
Executing the Gas 0 Point Flow Rate Check,Executing Auto Check
Press  Gas Line  on the  Gas 0 Point Flow Rate  screen and select the gas line to execute the gas 0 point flow rate check.,Executing Auto Check
Press  Execute  on the right of the  Gas 0 Point Flow Rate  screen to execute the gas 0 point flow rate check.,Executing Auto Check
Renewing the Initial Value of Gas 0 Point Flow Rate Check,Executing Auto Check
Execute a gas 0 point flow rate check (see page 204) .,Executing Auto Check
"After the gas 0 point flow rate check, press  Renew Standard Value  on the right of the  Gas 0 Point Flow Rate  screen to renew the initial value.",Executing Auto Check
Operating the Gas Adjust 0 Point Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a Gas 0 point adjustment.",Executing Auto Check
Display the  Gas Adjust 0 Point  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → Gas Adjust 0 Point,Executing Auto Check
Gas Adjust 0 Point Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the gas line for which the gas 0 point adjustment is performed.,Executing Auto Check
2 Shows the status of the gas 0 point adjustment currently being executed.,Executing Auto Check
3 Displays the status and set value of each item while the gas 0 point adjustment is being executed.,Executing Auto Check
"4 Displays the completion status of the gas 0 point adjustment or the initial value update. If the gas 0 point adjustment ends abnormally, an error message displays.",Executing Auto Check
5 Displays the start time and end time of the gas 0 point adjustment.,Executing Auto Check
Function Buttons,Executing Auto Check
Close : Closes the  Gas Adjust 0 Point  screen. The screen can be closed during a gas 0 point adjustment without interfering with the adjustment operation.,Executing Auto Check
Execute :  Executes the gas 0 point adjustment (see page 206) .,Executing Auto Check
Stop : Stops the 0 point adjustment currently being performed.,Executing Auto Check
Clear Accumulate : Clears all cumulative values of the correction value.,Executing Auto Check
Executing the Gas 0 Point Adjustment,Executing Auto Check
Press  Gas Line  on the  Gas Adjust 0 Point  screen and select the gas line to execute the gas 0 point adjustment.,Executing Auto Check
Press  Execute  on the right of the  Gas Adjust 0 Point  screen to execute the gas 0 point adjustment.,Executing Auto Check
Operating the Gas Flow Rate/Stability Screen,Executing Auto Check
"On this screen, you can operate the necessary functions to conduct a gas flow rate/stability check.",Executing Auto Check
Display the  Gas Flow Rate/Stability  screen from the group menu below.,Executing Auto Check
Mainte. → PM Auto Check → PM# → Gas Flow Rate/Stability,Executing Auto Check
Gas Flow Rate/Stability Screen,Executing Auto Check
No. Description,Executing Auto Check
1 Selects the gas line for which you want to check the gas flow rate/stability.,Executing Auto Check
2 Selects the measurement gas setting used for the gas flow rate/stability check.,Executing Auto Check
3 Shows the status of the gas flow rate/stability check currently being executed.,Executing Auto Check
4 Displays the status and set value of each item while the gas flow rate/stability check is being executed.,Executing Auto Check
